GDP_Type,GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
GDP,12.2,Ubuntu,Ubuntu 20.04,IBM Informix,IBM Informix 11.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.2,Ubuntu,Ubuntu 20.04,IBM Informix,IBM Informix 12.1,"Informix Exit, KTAP","Informix Exit, KTAP",Informix Exit,Informix Exit,,"Informix Exit, KTAP","Informix Exit, KTAP","Informix Exit, KTAP",KTAP,,Yes,,Informix Exit supported with 12.10 and higher.
GDP,12.2,Ubuntu,Ubuntu 18.04,IBM Informix,IBM Informix 14.1,"Informix Exit, KTAP","Informix Exit, KTAP",Informix Exit,Informix Exit,,"Informix Exit, KTAP","Informix Exit, KTAP","Informix Exit, KTAP",KTAP,,Yes,,Informix Exit supported with 12.10 and higher.
GDP,12.2,Ubuntu,Ubuntu 22.04,IBM Informix,IBM Informix 11.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.2,Ubuntu,Ubuntu 22.04,IBM Informix,IBM Informix 12.1,"Informix Exit, KTAP","Informix Exit, KTAP",Informix Exit,Informix Exit,,"Informix Exit, KTAP","Informix Exit, KTAP","Informix Exit, KTAP",KTAP,,Yes,,Informix Exit supported with 12.10 and higher.
GDP,12.2,Ubuntu,Ubuntu 22.04,IBM Informix,IBM Informix 14.1,"Informix Exit, KTAP","Informix Exit, KTAP",Informix Exit,Informix Exit,,"Informix Exit, KTAP","Informix Exit, KTAP","Informix Exit, KTAP",KTAP,,Yes,,Informix Exit supported with 12.10 and higher.
GDP,12.2,Windows Server,Windows Server 2016,IBM Informix,IBM Informix 11.7,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2016,IBM Informix,IBM Informix 12.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2016,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2019,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2022,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.1,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 10.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 10.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 10.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 10.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 10.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 11.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 5.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,CentOS,CentOS 7x,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 7,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Red Hat,Red Hat 9,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 12 64bit,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Suse,Suse 15 64bit,MariaDB,MariaDB 5.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,Do not support encryption.
GDP,12.2,Windows Server,Windows Server 2022,MariaDB,MariaDB 10.1,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2022,MariaDB,MariaDB 10.6,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2022,MariaDB,MariaDB 10.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2022,MariaDB,MariaDB 11.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.1,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.6,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,MariaDB,MariaDB 11.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2022,MariaDB,MariaDB 11.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,Windows Server,Windows Server 2025,MariaDB,MariaDB 11.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.2,CentOS,CentOS 7x,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Debian,Debian 11,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Red Hat,Red Hat 7,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
GDP,12.2,Red Hat,Red Hat 8,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Red Hat,Red Hat 9,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Suse,Suse 15 64bit,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Ubuntu,Ubuntu 22.04,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,Ubuntu,Ubuntu 24.04,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 3.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 3.4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 3.6,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 4,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 4.1,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,CentOS,CentOS 7x,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,ATAP with Linux 2.6.36 and higher only
GDP,12.2,Red Hat,Red Hat 7,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. ATAP with Linux 2.6.36 and higher only.
GDP,12.2,Red Hat,Red Hat 8,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Red Hat,Red Hat 9,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 12 64bit,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.2,Suse,Suse 15 64bit,MongoDB,MongoDB 4.2,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
